,_id,ViewData.BreakID,ViewData.Status,ViewData.SPM ID,ViewData.Currency,ViewData.Custodian Account,ViewData.ISIN,ViewData.Transaction Type,ViewData.Trade Date,ViewData.CUSIP,ViewData.Description,ViewData.SEDOL,ViewData.Ticker,ViewData.Underlying Cusip,ViewData.Underlying ISIN,ViewData.Underlying Sedol,ViewData.Settle Date,ViewData.Fund,ViewData.Cancel Amount,ViewData.Accounting Net Amount,ViewData.B-P Net Amount,ViewData.Net Amount Difference,ViewData.Net Amount Difference Absolute,ViewData.Custodian,ViewData.Asset Type Category,ViewData.Cancel Flag,ViewData.Investment Type,ViewData.Prime Broker,ViewData.Quantity,ViewData.Price,ViewData.Commission,ViewData.Transaction Category,ViewData.ExpiryDate,ViewData.Base Net Amount,ViewData.Strike Price,ViewData.OTE Ticker,ViewData.Age,ViewData.Age WK,ViewData.Mapped Custodian Account,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds
0,5e3787691554580ed8512f02,1093099995,SDB,,USD,5229278B,US92826C8394,Sell,01-21-2020,92826C839,VISA INC-CLASS A SHARES COM,B2PZN04,V,,0710684982,,01-23-2020,5229278B,393604.88,,393604.88,393604.88,393604.88,5229278B,EQUITY,0.0,EQUITY,CITI,1905.0,206.625,7.62,SSHORT,,,,,3,3,CITIGM_PB_USD_OG,,863_125715592_CITI
1,5e3787691554580ed8512f03,1090952275,SDB,,USD,CITIGM_PB_USD_MS,US30303M1027,Sell,01-17-2020,30303M102,FACEBOOK INC-A,B7TL820,FB,,,,01-22-2020,MS,816738.05,816738.05,,-816738.05,816738.05,CITI,Common Stock,0.0,Common Stock,CITI,-3681.0,221.924,147.24,,,816738.05,0.0,FB,1,1,CITIGM_PB_USD_MS,138_125713764_Advent Geneva,
2,5e3787691554580ed8512f04,1090952278,SDB,,USD,CITIGM_PB_USD_MS,US30303M1027,Sell,01-17-2020,30303M102,FACEBOOK INC-A,B7TL820,FB,,,,01-22-2020,MS,544638.84,544638.84,,-544638.84,544638.84,CITI,Common Stock,0.0,Common Stock,CITI,-2454.0,221.9838,98.16,,,544638.84,0.0,FB,1,1,CITIGM_PB_USD_MS,141_125713764_Advent Geneva,
3,5e3787691554580ed8512f05,1090952276,SDB,,USD,CITIGM_PB_USD_MS,US30303M1027,Sell,01-17-2020,30303M102,FACEBOOK INC-A,B7TL820,FB,,,,01-22-2020,MS,816109.02,816109.02,,-816109.02,816109.02,CITI,Common Stock,0.0,Common Stock,CITI,-3681.0,221.7531,147.24,,,816109.02,0.0,FB,1,1,CITIGM_PB_USD_MS,142_125713764_Advent Geneva,
4,5e3787931554580ed85183f2,1090952459,OB,,USD,CITIGM_PB_USD_R1,US61946M1009,Sell,01-21-2020,61946M100,MOSAIC ACQUISITION CORP-CL A,BHK9TY2,MOSC,,,,01-22-2020,R1,36047.91,36047.91,,-36047.91,36047.91,CITI,Common Stock,0.0,Common Stock,CITI,-3502.0,10.2935,0.0,,,36047.91,0.0,MOSC,12,8,CITIGM_PB_USD_R1,982_125713764_Advent Geneva,
5,5e3787931554580ed8518400,1090950854,SMB,,USD,CITIGM_PB_USD_MS,US25470F1049,Sell,01-17-2020,25470F104,DISCOVERY HOLDING CO-A,B3D7K31,DISCA,,OAES-OPTASS-101238168,,01-22-2020,MS,81250.0,81250.0,81248.31,-1.69000000000233,1.69000000000233,CITI,Common Stock,0.0,Common Stock,CITI,-2500.0,32.5,0.0,SELL,,81250.0,0.0,DISCA,17,11,CITIGM_PB_USD_MS,229_125713764_Advent Geneva,484_125713764_CITI
6,5e378abf155458119ca43fbd,1092869914,SDB,,USD,MS_PB_PO,US4385161066,Sell,01-16-2020,438516106,HONEYWELL INC.,2020459,HON,,,,01-21-2020,PO,9059.76,9059.76,,-9059.76,9059.76,MS,Common Stock,0.0,Common Stock,MS,-50.0,181.2391,2.0,,,9059.76,0.0,HON,2,2,MS_PB_PO,1396_125715430_Advent Geneva,
7,5e378abf155458119ca43fc0,1092869932,SDB,,USD,038CDNXI1,US4385161066,Sell,01-16-2020,438516106,HONEYWELL INTERNATIONAL INC,2020459,HON,,,,01-21-2020,PO,9059.76,,9059.76,9059.76,9059.76,MSCO,015A,0.0,PB,MLCO,-50.0,181.239083,-2.0,SELL LONG,,,,,3,3,MS_PB_PO,,1363_125712442_Morgan Stanley
8,5e378abf155458119ca43fc1,1092869924,SDB,,USD,038CDNXI1,US4385161066,Sell,01-16-2020,438516106,HONEYWELL INTERNATIONAL INC,2020459,HON,,,,01-21-2020,PO,19992.39,,19992.39,19992.39,19992.39,MSCO,015A,0.0,PB,MLCO,-110.0,181.79274,-4.4,SELL LONG,,,,,3,3,MS_PB_PO,,1233_125712442_Morgan Stanley
9,5e378abf155458119ca43fc2,1092869926,SDB,,USD,038CDNXI1,US4385161066,Sell,01-16-2020,438516106,HONEYWELL INTERNATIONAL INC,2020459,HON,,,,01-21-2020,PO,7614.13,,7614.13,7614.13,7614.13,MSCO,015A,0.0,PB,UBSA,-42.0,181.2958,-0.13,SELL LONG,,,,,3,3,MS_PB_PO,,1330_125712442_Morgan Stanley
10,5e378abf155458119ca43fc3,1092869931,SDB,,USD,038CDNXI1,US4385161066,Sell,01-16-2020,438516106,HONEYWELL INTERNATIONAL INC,2020459,HON,,,,01-21-2020,PO,7620.76,,7620.76,7620.76,7620.76,MSCO,015A,0.0,PB,UBSA,-42.0,181.453497,-0.13,SELL LONG,,,,,3,3,MS_PB_PO,,1321_125712442_Morgan Stanley
11,5e378abf155458119ca43fc4,1092869928,SDB,,USD,038CDNXI1,US4385161066,Sell,01-16-2020,438516106,HONEYWELL INTERNATIONAL INC,2020459,HON,,,,01-21-2020,PO,6171.37,,6171.37,6171.37,6171.37,MSCO,015A,0.0,PB,UBSA,-34.0,181.517543,-0.1,SELL LONG,,,,,3,3,MS_PB_PO,,1314_125712442_Morgan Stanley
12,5e378abf155458119ca43fc5,1092869930,SDB,,USD,038CDNXI1,US4385161066,Sell,01-16-2020,438516106,HONEYWELL INTERNATIONAL INC,2020459,HON,,,,01-21-2020,PO,7619.83,,7619.83,7619.83,7619.83,MSCO,015A,0.0,PB,UBSA,-42.0,181.431428,-0.13,SELL LONG,,,,,3,3,MS_PB_PO,,1329_125712442_Morgan Stanley
13,5e378abf155458119ca43fc6,1092869934,SDB,,USD,038CDNXI1,US4385161066,Sell,01-16-2020,438516106,HONEYWELL INTERNATIONAL INC,2020459,HON,,,,01-21-2020,PO,4529.7,,4529.7,4529.7,4529.7,MSCO,015A,0.0,PB,UBSA,-25.0,181.195452,-0.08,SELL LONG,,,,,3,3,MS_PB_PO,,1365_125712442_Morgan Stanley
14,5e378abf155458119ca43fcf,1092872251,SDB,,USD,MS_PB_PO,US4642876555,Sell,01-17-2020,464287655,RUSSELL 2000 INDEX,2622059,IWM,,,,01-22-2020,PO,35497.97,35497.97,,-35497.97,35497.97,MS,Equity ETF,0.0,Equity ETF,MS,-210.0,169.0454,0.84,,,35497.97,0.0,IWM,2,2,MS_PB_PO,1520_125715430_Advent Geneva,
15,5e378abf155458119ca43fd0,1092872256,SDB,,USD,MS_PB_PO,US4642876555,Sell,01-17-2020,464287655,RUSSELL 2000 INDEX,2622059,IWM,,,,01-22-2020,PO,31431.62,31431.62,,-31431.62,31431.62,MS,Equity ETF,0.0,Equity ETF,MS,-186.0,168.9947,0.74,,,31431.62,0.0,IWM,2,2,MS_PB_PO,1306_125715430_Advent Geneva,
16,5e378abf155458119ca43fd1,1092872269,SDB,,USD,MS_PB_PO,US4642876555,Sell,01-17-2020,464287655,RUSSELL 2000 INDEX,2622059,IWM,,,,01-22-2020,PO,12870.52,12870.52,,-12870.52,12870.52,MS,Equity ETF,0.0,Equity ETF,MS,-76.0,169.3556,0.23,,,12870.52,0.0,IWM,2,2,MS_PB_PO,1485_125715430_Advent Geneva,
17,5e378b1c155458119ca4b135,1092870497,OB,,GBP,MS_PB_MF,,EQUITY SWAP,01-01-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-01-2020,MF,-82.64,-82.64,,82.64,82.64,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,0.0,0.0,,,,82.64,0.0,GBP=,12,8,MS_PB_MF,1168_125715430_Advent Geneva,
18,5e378b1c155458119ca4b137,1092870554,OB,,EUR,MS_PB_MA,,Transfer,01-01-2020,,"EURO MEMBER COUNT, EURO",,,,,,01-01-2020,MA,43.33,43.33,,-43.33,43.33,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,43.33,1.0,,,,43.33,0.0,EUR=,12,8,MS_PB_MA,268_125715430_Advent Geneva,
19,5e378b1c155458119ca4b13b,1092870608,OB,,EUR,MS_PB_MA,,EQUITY SWAP,01-01-2020,,"EURO MEMBER COUNT, EURO",,,,,,01-01-2020,MA,-0.13,-0.13,,0.13,0.13,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,0.0,0.0,,,,0.13,0.0,EUR=,12,8,MS_PB_MA,269_125715430_Advent Geneva,
20,5e378b1c155458119ca4b13f,1092870613,OB,,EUR,MS_PB_R1,,Transfer,01-01-2020,,"EURO MEMBER COUNT, EURO",,,,,,01-01-2020,R1,22.88,22.88,,-22.88,22.88,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,22.88,1.0,,,,22.88,0.0,EUR=,12,8,MS_PB_R1,225_125715430_Advent Geneva,
21,5e378b1c155458119ca4b143,1092870586,OB,,EUR,MS_PB_R1,,EQUITY SWAP,01-01-2020,,"EURO MEMBER COUNT, EURO",,,,,,01-01-2020,R1,-0.07,-0.07,,0.07,0.07,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,0.0,0.0,,,,0.07,0.0,EUR=,12,8,MS_PB_R1,226_125715430_Advent Geneva,
22,5e378b1c155458119ca4b154,1092870452,OB,,GBP,MS_PB_PO,,EQUITY SWAP,01-01-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-01-2020,PO,-35.2,-35.2,,35.2,35.2,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,0.0,0.0,,,,35.2,0.0,GBP=,12,8,MS_PB_PO,1367_125715430_Advent Geneva,
23,5e378b1c155458119ca4b155,1092870598,OB,,GBP,MS_PB_PO,,Transfer,01-01-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-01-2020,PO,12.29,12.29,,-12.29,12.29,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,12.29,1.0,,,,12.29,0.0,GBP=,12,8,MS_PB_PO,1366_125715430_Advent Geneva,
24,5e378b1c155458119ca4b157,1092870565,OB,,GBP,MS_PB_PO,,Transfer,01-16-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-16-2020,PO,12.29,12.29,,-12.29,12.29,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,12.29,1.0,,,,12.29,0.0,GBP=,12,8,MS_PB_PO,1361_125715430_Advent Geneva,
25,5e378b1c155458119ca4b15b,1092870588,OB,,GBP,MS_PB_MA,,EQUITY SWAP,01-16-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-16-2020,MA,-15.87,-15.87,,15.87,15.87,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,0.0,0.0,,,,15.87,0.0,GBP=,12,8,MS_PB_MA,273_125715430_Advent Geneva,
26,5e378b1c155458119ca4b15d,1092870641,OB,,GBP,MS_PB_MA,,Transfer,01-16-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-16-2020,MA,24.37,24.37,,-24.37,24.37,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,24.37,1.0,,,,24.37,0.0,GBP=,12,8,MS_PB_MA,271_125715430_Advent Geneva,
27,5e378b1c155458119ca4b15f,1092870663,OB,,GBP,MS_PB_MA,,Transfer,01-01-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-01-2020,MA,24.37,24.37,,-24.37,24.37,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,24.37,1.0,,,,24.37,0.0,GBP=,12,8,MS_PB_MA,280_125715430_Advent Geneva,
28,5e378b1c155458119ca4b161,1092870458,OB,,GBP,MS_PB_MA,,EQUITY SWAP,01-01-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-01-2020,MA,-39.45,-39.45,,39.45,39.45,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,0.0,0.0,,,,39.45,0.0,GBP=,12,8,MS_PB_MA,281_125715430_Advent Geneva,
29,5e378b1c155458119ca4b167,1092870537,OB,,GBP,MS_PB_MS,,Transfer,01-01-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-01-2020,MS,917.55,917.55,,-917.55,917.55,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,917.55,1.0,,,,917.55,0.0,GBP=,12,8,MS_PB_MS,29_125715430_Advent Geneva,
30,5e378b1c155458119ca4b169,1092870594,OB,,GBP,MS_PB_MS,,Transfer,01-16-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-16-2020,MS,917.55,917.55,,-917.55,917.55,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,917.55,1.0,,,,917.55,0.0,GBP=,12,8,MS_PB_MS,18_125715430_Advent Geneva,
31,5e378b1c155458119ca4b16b,1092870510,OB,,GBP,MS_PB_MS,,EQUITY SWAP,01-01-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-01-2020,MS,-1485.37,-1485.37,,1485.37,1485.37,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,0.0,0.0,,,,1485.37,0.0,GBP=,12,8,MS_PB_MS,30_125715430_Advent Geneva,
32,5e378b1c155458119ca4b16c,1092870614,OB,,GBP,MS_PB_OG,,Transfer,01-16-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-16-2020,OG,283.35,283.35,,-283.35,283.35,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,283.35,1.0,,,,283.35,0.0,GBP=,12,8,MS_PB_OG,146_125715430_Advent Geneva,
33,5e378b1c155458119ca4b16e,1092870561,OB,,GBP,MS_PB_MS,,EQUITY SWAP,01-16-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-16-2020,MS,-597.25,-597.25,,597.25,597.25,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,0.0,0.0,,,,597.25,0.0,GBP=,12,8,MS_PB_MS,20_125715430_Advent Geneva,
34,5e378b1c155458119ca4b170,1092870638,OB,,GBP,MS_PB_OG,,Transfer,01-01-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-01-2020,OG,283.35,283.35,,-283.35,283.35,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,283.35,1.0,,,,283.35,0.0,GBP=,12,8,MS_PB_OG,173_125715430_Advent Geneva,
35,5e378b1c155458119ca4b173,1092870668,OB,,GBP,MS_PB_OG,,EQUITY SWAP,01-16-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-16-2020,OG,-184.44,-184.44,,184.44,184.44,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,0.0,0.0,,,,184.44,0.0,GBP=,12,8,MS_PB_OG,162_125715430_Advent Geneva,
36,5e378b1c155458119ca4b175,1092870491,OB,,GBP,MS_PB_OG,,EQUITY SWAP,01-01-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-01-2020,OG,-458.7,-458.7,,458.7,458.7,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,0.0,0.0,,,,458.7,0.0,GBP=,12,8,MS_PB_OG,174_125715430_Advent Geneva,
37,5e378b1c155458119ca4b178,1092870672,OB,,GBP,MS_PB_R1,,Transfer,01-01-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-01-2020,R1,1406.15,1406.15,,-1406.15,1406.15,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,1406.15,1.0,,,,1406.15,0.0,GBP=,12,8,MS_PB_R1,248_125715430_Advent Geneva,
38,5e378b1c155458119ca4b17a,1092870652,OB,,GBP,MS_PB_R1,,Transfer,01-16-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-16-2020,R1,1406.15,1406.15,,-1406.15,1406.15,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,1406.15,1.0,,,,1406.15,0.0,GBP=,12,8,MS_PB_R1,238_125715430_Advent Geneva,
39,5e378b1c155458119ca4b17c,1092870466,OB,,GBP,MS_PB_R1,,EQUITY SWAP,01-01-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-01-2020,R1,-2276.34,-2276.34,,2276.34,2276.34,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,0.0,0.0,,,,2276.34,0.0,GBP=,12,8,MS_PB_R1,249_125715430_Advent Geneva,
40,5e378b1c155458119ca4b17d,1092870693,OB,,GBP,MS_PB_R1,,EQUITY SWAP,01-16-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-16-2020,R1,-915.29,-915.29,,915.29,915.29,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,0.0,0.0,,,,915.29,0.0,GBP=,12,8,MS_PB_R1,240_125715430_Advent Geneva,
41,5e378b1c155458119ca4b180,1092870471,OB,,GBP,MS_PB_MF,,Transfer,01-01-2020,,"GREAT BRITIAN, POUNDS",,,,,,01-01-2020,MF,51.05,51.05,,-51.05,51.05,MS,Cash and Equivalents,0.0,Cash and Equivalents,MS,51.05,1.0,,,,51.05,0.0,GBP=,12,8,MS_PB_MF,1167_125715430_Advent Geneva,
42,5e378b1c155458119ca4b1f0,1089527323,OB,,USD,038CDJ831,,QO99F- EQSWAP DIV CLIENT TAX,01-21-2020,987999XM6,DOLLARS,,USD,,,,01-21-2020,R1,-3.41,,-3.41,-3.41,3.41,MSCO,015G,0.0,PB,,0.0,0.0,0.0,QO99F- EQSWAP DIV CLIENT TAX,,,,,13,9,MS_PB_R1,,104_125712442_Morgan Stanley
43,5e378b1c155458119ca4b329,1089527380,OB,,USD,038CDNXI1,,EQUITY SWAP LONG DIVIDEND,01-21-2020,987999XM6,DOLLARS,,USD,,,,01-21-2020,PO,0.25,,0.25,0.25,0.25,MSCO,015G,0.0,PB,,0.0,0.0,0.0,EQUITY SWAP LONG DIVIDEND,,,,,13,9,MS_PB_PO,,595_125712442_Morgan Stanley
44,5e378b1c155458119ca4b331,1089527392,OB,,USD,038CDNXI1,,EQUITY SWAP SHORT DIVIDEND,01-21-2020,987999XM6,DOLLARS,,USD,,,,01-21-2020,PO,-0.16,,-0.16,-0.16,0.16,MSCO,015G,0.0,PB,,0.0,0.0,0.0,EQUITY SWAP SHORT DIVIDEND,,,,,13,9,MS_PB_PO,,596_125712442_Morgan Stanley
45,5e378b1c155458119ca4b36e,1089491261,OB,,USD,04F099370,,AllocLeg,01-21-2020,99VJ9C1T8,CBT US LONG TERM ULTRA TREAS BOND MAR20,,UBH20.CBT,,,,01-21-2020,04F099370,-0.04,,-0.04,-0.04,0.04,MSIP,015G,0.0,PB,,0.0,0.0,0.0,AllocLeg,03-20-2020,,,,13,9,MS_PB_A1,,1702_125712442_Morgan Stanley
46,5e378b1c155458119ca4b36f,1089492180,OB,,USD,04F099370,,AllocLeg,01-21-2020,99VJ9C1V3,CBT UST 10Y MAR20  FUTURE,,ZNH20.CBT,,,,01-21-2020,04F099370,-0.04,,-0.04,-0.04,0.04,MSIP,015G,0.0,PB,,0.0,0.0,0.0,AllocLeg,03-20-2020,,,,13,9,MS_PB_A1,,1704_125712442_Morgan Stanley
47,5e378b1c155458119ca4b3a9,1089527471,OB,,USD,04F099370,,AllocLeg,01-17-2020,99O3M8NJ3,PUT - SJM 100 @ 100 EXP 02/21/2020,,SJM200221P00100000,US8326964058,US8326964058,2951452,01-21-2020,04F099370,-35.5,,-35.5,-35.5,35.5,MSIP,015G,0.0,PB,,0.0,0.0,0.0,AllocLeg,02-21-2020,,,,13,9,MS_PB_A1,,1675_125712442_Morgan Stanley
48,5e378b1c155458119ca4b3ab,1089527477,OB,,USD,04F099370,,AllocLeg,01-17-2020,99O3M8NJ3,PUT - SJM 100 @ 100 EXP 02/21/2020,,SJM200221P00100000,US8326964058,US8326964058,2951452,01-21-2020,04F099370,-2.75,,-2.75,-2.75,2.75,MSIP,015G,0.0,PB,,0.0,0.0,0.0,AllocLeg,02-21-2020,,,,13,9,MS_PB_A1,,1676_125712442_Morgan Stanley
49,5e378b1c155458119ca4b3b6,1089527466,OB,,USD,04F099370,,AllocLeg,01-17-2020,99O3M8NJ3,PUT - SJM 100 @ 100 EXP 02/21/2020,,SJM200221P00100000,US8326964058,US8326964058,2951452,01-21-2020,04F099370,-5120.28,,-5120.28,-5120.28,5120.28,MSIP,015G,0.0,PB,,0.0,0.0,0.0,AllocLeg,02-21-2020,,,,13,9,MS_PB_A1,,1674_125712442_Morgan Stanley
50,5e378b1c155458119ca4b3b9,1089527491,OB,,USD,04F099370,,AllocLeg,01-17-2020,99O24KV00,CALL- AXS 100 @ 65  EXP 03/20/2020,,AXS200320C00065000,BMG0692U1099,BMG0692U1099,2677606,01-21-2020,04F099370,-47.0,,-47.0,-47.0,47.0,MSIP,015G,0.0,PB,,0.0,0.0,0.0,AllocLeg,03-20-2020,,,,13,9,MS_PB_A1,,1678_125712442_Morgan Stanley
51,5e378b1c155458119ca4b3bc,1089527498,OB,,USD,04F099370,,AllocLeg,01-17-2020,99O24KV00,CALL- AXS 100 @ 65  EXP 03/20/2020,,AXS200320C00065000,BMG0692U1099,BMG0692U1099,2677606,01-21-2020,04F099370,-3.65,,-3.65,-3.65,3.65,MSIP,015G,0.0,PB,,0.0,0.0,0.0,AllocLeg,03-20-2020,,,,13,9,MS_PB_A1,,1679_125712442_Morgan Stanley
52,5e378b1c155458119ca4b3be,1089527486,OB,,USD,04F099370,,AllocLeg,01-17-2020,99O24KV00,CALL- AXS 100 @ 65  EXP 03/20/2020,,AXS200320C00065000,BMG0692U1099,BMG0692U1099,2677606,01-21-2020,04F099370,-7820.28,,-7820.28,-7820.28,7820.28,MSIP,015G,0.0,PB,,0.0,0.0,0.0,AllocLeg,03-20-2020,,,,13,9,MS_PB_A1,,1677_125712442_Morgan Stanley
53,5e378b1c155458119ca4b3c0,1089527906,OB,,USD,04F099370,,AllocLeg,01-17-2020,99O1YYKZ4,CALL- FSCT 100 @ 35 EXP 02/21/2020,,FSCT200221C00035000,US34553D1019,US34553D1019,BF4W5T0,01-21-2020,04F099370,-0.39,,-0.39,-0.39,0.39,MSIP,015G,0.0,PB,,0.0,0.0,0.0,AllocLeg,02-21-2020,,,,13,9,MS_PB_A1,,1963_125712442_Morgan Stanley
54,5e378b1c155458119ca4b3c2,1089527896,OB,,USD,04F099370,,AllocLeg,01-17-2020,99O1YYKZ4,CALL- FSCT 100 @ 35 EXP 02/21/2020,,FSCT200221C00035000,US34553D1019,US34553D1019,BF4W5T0,01-21-2020,04F099370,-20.0,,-20.0,-20.0,20.0,MSIP,015G,0.0,PB,,0.0,0.0,0.0,AllocLeg,02-21-2020,,,,13,9,MS_PB_A1,,1961_125712442_Morgan Stanley
55,5e378b1c155458119ca4b3c5,1089527901,OB,,USD,04F099370,,AllocLeg,01-17-2020,99O1YYKZ4,CALL- FSCT 100 @ 35 EXP 02/21/2020,,FSCT200221C00035000,US34553D1019,US34553D1019,BF4W5T0,01-21-2020,04F099370,-1720.0,,-1720.0,-1720.0,1720.0,MSIP,015G,0.0,PB,,0.0,0.0,0.0,AllocLeg,02-21-2020,,,,13,9,MS_PB_A1,,1962_125712442_Morgan Stanley
56,5e378b1c155458119ca4b3c7,1089527674,OB,,USD,04F099370,,AllocLeg,01-17-2020,99VJJ9Z42,CALL- NOMD 100@22 1/2 EXP 02/21/2020,,NOMD200221C00022500,VGG6564A1057,VGG6564A1057,BQFJGK5,01-21-2020,04F099370,-12.0,,-12.0,-12.0,12.0,MSIP,015G,0.0,PB,,0.0,0.0,0.0,AllocLeg,02-21-2020,,,,13,9,MS_PB_A1,,1687_125712442_Morgan Stanley
57,5e378b1c155458119ca4b3c9,1089527503,OB,,USD,04F099370,,AllocLeg,01-17-2020,99VJJ9Z42,CALL- NOMD 100@22 1/2 EXP 02/21/2020,,NOMD200221C00022500,VGG6564A1057,VGG6564A1057,BQFJGK5,01-21-2020,04F099370,-240.0,,-240.0,-240.0,240.0,MSIP,015G,0.0,PB,,0.0,0.0,0.0,AllocLeg,02-21-2020,,,,13,9,MS_PB_A1,,1686_125712442_Morgan Stanley
58,5e378b1c155458119ca4b3cb,1089527496,OB,,USD,04F099370,,AllocLeg,01-17-2020,99VJJ9Z42,CALL- NOMD 100@22 1/2 EXP 02/21/2020,,NOMD200221C00022500,VGG6564A1057,VGG6564A1057,BQFJGK5,01-21-2020,04F099370,-0.47,,-0.47,-0.47,0.47,MSIP,015G,0.0,PB,,0.0,0.0,0.0,AllocLeg,02-21-2020,,,,13,9,MS_PB_A1,,1685_125712442_Morgan Stanley
59,5e378b1c155458119ca4b3fa,1089527733,OB,,USD,04F099370,,QPPE1- EQSWAP DIV CLIENT TAX,01-21-2020,987999XM6,DOLLARS,,USD,,,,01-21-2020,04F099370,-0.67,,-0.67,-0.67,0.67,MSIP,015G,0.0,PB,,0.0,0.0,0.0,QPPE1- EQSWAP DIV CLIENT TAX,,,,,13,9,MS_PB_A1,,1959_125712442_Morgan Stanley
60,5e378b1c155458119ca4b3fd,1089527902,OB,,USD,04F099370,,QPWH9- EQSWAP DIV CLIENT TAX,01-21-2020,987999XM6,DOLLARS,,USD,,,,01-21-2020,04F099370,-0.41,,-0.41,-0.41,0.41,MSIP,015G,0.0,PB,,0.0,0.0,0.0,QPWH9- EQSWAP DIV CLIENT TAX,,,,,13,9,MS_PB_A1,,1958_125712442_Morgan Stanley
61,5e378b1c155458119ca4b40c,1089527742,OB,,USD,04F099370,US36197T1034,GW PHRMA PLC,01-21-2020,36197T103,GW PHRMA PLC,B94RPL5,GWPH,GB0030544687,GB0030544687,3054468,01-21-2020,04F099370,-4.07,,-4.07,-4.07,4.07,MSIP,015G,0.0,PB,,0.0,0.0,0.0,GW PHRMA PLC,,,,,13,9,MS_PB_A1,,1957_125712442_Morgan Stanley
62,5e378b1c155458119ca4b412,1089527723,OB,,USD,04F099370,US04016X1019,ARGEN SE - ADR,01-21-2020,04016X101,ARGEN SE - ADR,BDVLM39,ARGX,NL0010832176,NL0010832176,BNHKYX4,01-21-2020,04F099370,-32.09,,-32.09,-32.09,32.09,MSIP,015G,0.0,PB,,0.0,0.0,0.0,ARGEN SE - ADR,,,,,13,9,MS_PB_A1,,1661_125712442_Morgan Stanley
63,5e378b1c155458119ca4b49d,1089527400,OB,,USD,038CDNXI1,,COLLATERAL TRANSFER,01-21-2020,987999XM6,DOLLARS,,USD,,,,01-21-2020,PO,33.05,,33.05,33.05,33.05,MSCO,015G,0.0,PB,,0.0,0.0,0.0,COLLATERAL TRANSFER,,,,,13,9,MS_PB_PO,,594_125712442_Morgan Stanley
64,5e378b1c155458119ca4b4b2,1089527431,OB,,USD,04F099370,,Futures Collateral,01-21-2020,987999XM6,DOLLARS,,USD,,,,01-21-2020,04F099370,-1649450.29,,-1649450.29,-1649450.29,1649450.29,MSIP,015G,0.0,PB,,0.0,0.0,0.0,FUTURES/VARIATION MARGIN,,,,,13,9,MS_PB_A1,,1983_125712442_Morgan Stanley
65,5e378b1c155458119ca4b4b3,1089527418,OB,,USD,04F099370,,Futures Collateral,01-21-2020,987999XM6,DOLLARS,,USD,,,,01-21-2020,04F099370,1649450.29,,1649450.29,1649450.29,1649450.29,MSIP,015G,0.0,PB,,0.0,0.0,0.0,FUTURES/VARIATION MARGIN,,,,,13,9,MS_PB_A1,,1656_125712442_Morgan Stanley
